source,target,kind,label,loop,call
func:tools/build_code_logic_graph.py:FuncVisitor.visit_Attribute,func:tools/build_code_logic_graph.py:self_attr,calls,,,self_attr
func:tools/build_code_logic_graph.py:FuncVisitor.visit_Assign,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_Assign,func:tools/agent_inspector/inspect_project.py:FV._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_Assign,func:tools/build_code_logic_graph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AnnAssign,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AnnAssign,func:tools/agent_inspector/inspect_project.py:FV._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AnnAssign,func:tools/build_code_logic_graph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AugAssign,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AugAssign,func:tools/agent_inspector/inspect_project.py:FV._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor.visit_AugAssign,func:tools/build_code_logic_graph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor._target,func:tools/agent_codegraph/build_agent_codegraph.py:self_attr,calls,,,self_attr
func:tools/build_code_logic_graph.py:FuncVisitor._target,func:tools/agent_inspector/inspect_project.py:self_attr,calls,,,self_attr
func:tools/build_code_logic_graph.py:FuncVisitor._target,func:tools/build_code_logic_graph.py:self_attr,calls,,,self_attr
func:tools/build_code_logic_graph.py:FuncVisitor._target,func:tools/agent_codegraph/build_agent_codegraph.py:FuncVisitor._target,calls,,,self._target
func:tools/build_code_logic_graph.py:FuncVisitor._target,func:tools/agent_inspector/inspect_project.py:FV._target,calls,,,self._target
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:parse_py,func:tools/build_code_logic_graph.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_codegraph/build_agent_codegraph.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_inspector/inspect_project.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:parse_py,func:tools/build_code_logic_graph.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_codegraph/build_agent_codegraph.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:parse_py,func:tools/agent_inspector/inspect_project.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:parse_py,func:tools/build_code_logic_graph.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:project_files,func:tools/agent_codegraph/build_agent_codegraph.py:should_skip,calls,,,should_skip
func:tools/build_code_logic_graph.py:project_files,func:tools/build_code_logic_graph.py:should_skip,calls,,,should_skip
func:tools/build_code_logic_graph.py:build,func:tools/agent_codegraph/build_agent_codegraph.py:project_files,calls,,,project_files
func:tools/build_code_logic_graph.py:build,func:tools/build_code_logic_graph.py:project_files,calls,,,project_files
func:tools/build_code_logic_graph.py:build,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:build,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:build,func:tools/build_code_logic_graph.py:read_text,calls,,,read_text
func:tools/build_code_logic_graph.py:build,func:tools/agent_codegraph/build_agent_codegraph.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:build,func:tools/agent_inspector/inspect_project.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:build,func:tools/build_code_logic_graph.py:role_of,calls,,,role_of
func:tools/build_code_logic_graph.py:build,func:tools/agent_codegraph/build_agent_codegraph.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:build,func:tools/agent_inspector/inspect_project.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:build,func:tools/build_code_logic_graph.py:rel,calls,,,rel
func:tools/build_code_logic_graph.py:build,func:tools/agent_codegraph/build_agent_codegraph.py:parse_py,calls,,,parse_py
func:tools/build_code_logic_graph.py:build,func:tools/build_code_logic_graph.py:parse_py,calls,,,parse_py
func:tools/build_code_logic_graph.py:main,func:tools/build_code_logic_graph.py:write_html,calls,,,write_html
func:tools/build_code_logic_graph.py:main,func:tools/agent_inspector/inspect_project.py:write_md,calls,,,write_md
func:tools/build_code_logic_graph.py:main,func:tools/build_code_logic_graph.py:write_md,calls,,,write_md
func:tools/build_code_logic_graph.py:main,func:tools/build_code_logic_graph.py:build,calls,,,build
func:tools/build_code_logic_graph.py:main,func:tools/build_code_logic_graph.py:write_loop_report,calls,,,write_loop_report
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:_write_md,calls,,,_write_md
func:tools/project_probe/audio_frontend_proof.py:main,func:arch_builder/train_audio_frontend.py:parser,calls,,,parser
func:tools/project_probe/audio_frontend_proof.py:main,func:arch_builder/train_vertical_slice.py:parser,calls,,,parser
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:parser,calls,,,parser
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:parser,calls,,,parser
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:_variant_row,calls,,,_variant_row
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:_run_gate,calls,,,_run_gate
func:tools/project_probe/audio_frontend_proof.py:main,func:arch_builder/train_audio_frontend.py:train_variant,calls,,,train_variant
func:tools/project_probe/audio_frontend_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:_make_args,calls,,,_make_args
func:tools/project_probe/branching_output_proof.py:_action_stats,func:tools/project_probe/branching_output_proof.py:_action_key,calls,,,_action_key
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/build_code_logic_graph.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/branching_output_proof.py:_run_task,func:arch_builder/credit.py:CreditBuffer.update,calls,,,checks.update
func:tools/project_probe/branching_output_proof.py:_run_task,func:arch_builder/credit.py:ModeCreditLedger.update,calls,,,checks.update
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/project_probe/branching_output_proof.py:_mean,calls,,,_mean
func:tools/project_probe/branching_output_proof.py:_run_task,func:arch_builder/task_config.py:load_task_config,calls,,,load_task_config
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/project_probe/branching_output_proof.py:_fraction,calls,,,_fraction
func:tools/project_probe/branching_output_proof.py:_run_task,func:arch_builder/train_vertical_slice.py:train,calls,,,train
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/project_probe/branching_output_proof.py:_action_stats,calls,,,_action_stats
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/branching_output_proof.py:_run_task,func:tools/build_code_logic_graph.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/branching_output_proof.py:main,func:tools/project_probe/branching_output_proof.py:_run_task,calls,,,_run_task
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:tools/project_probe/forced_program_oracle.py:expected_formula,calls,,,expected_formula
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:tools/project_probe/forced_program_oracle.py:label_accuracy,calls,,,label_accuracy
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:tools/project_probe/forced_program_oracle.py:execute_action,calls,,,execute_action
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,func:tools/project_probe/forced_program_oracle.py:tensor_error,calls,,,tensor_error
func:tools/project_probe/forced_program_oracle.py:address_audit,func:tools/project_probe/forced_program_oracle.py:label_accuracy,calls,,,label_accuracy
func:tools/project_probe/forced_program_oracle.py:address_audit,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:address_audit,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:address_audit,func:tools/project_probe/forced_program_oracle.py:execute_action,calls,,,execute_action
func:tools/project_probe/forced_program_oracle.py:controller_address_audit,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:controller_address_audit,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:forced_path,func:tools/project_probe/forced_program_oracle.py:actions_by_layer,calls,,,actions_by_layer
func:tools/project_probe/forced_program_oracle.py:forced_path,func:tools/project_probe/forced_program_oracle.py:label_accuracy,calls,,,label_accuracy
func:tools/project_probe/forced_program_oracle.py:forced_path,func:arch_builder/model.py:ActionMatrixLayer.apply_state_update,calls,,,layer.apply_state_update
func:tools/project_probe/forced_program_oracle.py:forced_path,func:tools/project_probe/forced_program_oracle.py:execute_action,calls,,,execute_action
func:tools/project_probe/forced_program_oracle.py:forced_path,func:tools/project_probe/forced_program_oracle.py:tensor_error,calls,,,tensor_error
func:tools/project_probe/forced_program_oracle.py:forced_path,func:tools/project_probe/forced_program_oracle.py:expected_formula,calls,,,expected_formula
func:tools/project_probe/forced_program_oracle.py:sequential_audit,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:sequential_audit,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/forced_program_oracle.py:sequential_audit,func:tools/project_probe/forced_program_oracle.py:validate_actions,calls,,,validate_actions
func:tools/project_probe/forced_program_oracle.py:sequential_audit,func:tools/project_probe/forced_program_oracle.py:forced_path,calls,,,forced_path
func:tools/project_probe/forced_program_oracle.py:state_update_contract,func:arch_builder/model.py:ActionMatrixLayer.apply_state_update,calls,,,layer.apply_state_update
func:tools/project_probe/forced_program_oracle.py:state_update_contract,func:tools/project_probe/forced_program_oracle.py:tensor_error,calls,,,tensor_error
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:controller_address_audit,calls,,,controller_address_audit
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:state_update_contract,calls,,,state_update_contract
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:address_audit,calls,,,address_audit
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:raw_primitive_audit,calls,,,raw_primitive_audit
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:write_markdown,calls,,,write_markdown
func:tools/project_probe/forced_program_oracle.py:main,func:tools/project_probe/forced_program_oracle.py:sequential_audit,calls,,,sequential_audit
func:tools/project_probe/honesty_curriculum_proof.py:_mode_eval,func:arch_builder/credit.py:CreditBuffer.update,calls,,,summary.update
func:tools/project_probe/honesty_curriculum_proof.py:_mode_eval,func:arch_builder/credit.py:ModeCreditLedger.update,calls,,,summary.update
func:tools/project_probe/honesty_curriculum_proof.py:_mode_eval,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.oracle_accuracy,calls,,,task.oracle_accuracy
func:tools/project_probe/honesty_curriculum_proof.py:_mode_eval,func:arch_builder/train_vertical_slice.py:summarize_trace,calls,,,summarize_trace
func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,func:arch_builder/credit.py:CreditBuffer.update,calls,,,scaler.update
func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,func:arch_builder/credit.py:ModeCreditLedger.update,calls,,,scaler.update
func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,func:arch_builder/train_vertical_slice.py:compute_training_objective,calls,,,compute_training_objective
func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:_clone_with_slot_shuffle,calls,,,_clone_with_slot_shuffle
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/credit.py:CreditBuffer.metrics,calls,,,credit.metrics
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/credit.py:ModeCreditLedger.metrics,calls,,,credit.metrics
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5.metrics,calls,,,credit.metrics
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/train_audio_frontend.py:parser,calls,,,parser
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/train_vertical_slice.py:parser,calls,,,parser
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/audio_frontend_proof.py:parser,calls,,,parser
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:parser,calls,,,parser
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/train_vertical_slice.py:inspect_action_program,calls,,,inspect_action_program
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/task_config.py:load_task_config,calls,,,load_task_config
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:_train_smoke,calls,,,_train_smoke
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:_write_report,calls,,,_write_report
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,transfer_task.sample
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,transfer_task.sample
func:tools/project_probe/honesty_curriculum_proof.py:main,func:tools/project_probe/honesty_curriculum_proof.py:_mode_eval,calls,,,_mode_eval
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/credit.py:CreditBuffer.update,calls,,,credit.update
func:tools/project_probe/honesty_curriculum_proof.py:main,func:arch_builder/credit.py:ModeCreditLedger.update,calls,,,credit.update
func:tools/project_probe/hybrid_scanner_proof.py:main,func:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5.usage_topk,calls,,,pm.usage_topk
func:tools/project_probe/hybrid_scanner_proof.py:main,func:tools/project_probe/hybrid_scanner_proof.py:primitive_quality,calls,,,primitive_quality
func:tools/project_probe/hybrid_scanner_proof.py:main,func:arch_builder/credit.py:CreditBuffer.metrics,calls,,,pm.metrics
func:tools/project_probe/hybrid_scanner_proof.py:main,func:arch_builder/credit.py:ModeCreditLedger.metrics,calls,,,pm.metrics
func:tools/project_probe/hybrid_scanner_proof.py:main,func:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5.metrics,calls,,,pm.metrics
func:tools/project_probe/hybrid_scanner_proof.py:main,func:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5.update_usage_credit,calls,,,pm.update_usage_credit
func:tools/project_probe/hybrid_scanner_proof.py:main,func:tools/project_probe/hybrid_scanner_proof.py:paired_result,calls,,,paired_result
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/build_code_logic_graph.py:read_text,calls,,,final_report_path.read_text
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/project_probe/layer_specialization_proof.py:_layer_action_stats,calls,,,_layer_action_stats
func:tools/project_probe/layer_specialization_proof.py:main,func:arch_builder/train_vertical_slice.py:train,calls,,,train
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/agent_codegraph/build_agent_codegraph.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/agent_inspector/inspect_project.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/layer_specialization_proof.py:main,func:tools/build_code_logic_graph.py:read_text,calls,,,program_path.read_text
func:tools/project_probe/probe_learning_loop.py:params_grad_norm,func:tools/project_probe/probe_learning_loop.py:_grad_norm_from_grads,calls,,,_grad_norm_from_grads
func:tools/project_probe/probe_learning_loop.py:loss_grad_norm,func:tools/project_probe/probe_learning_loop.py:loss_gradients,calls,,,loss_gradients
func:tools/project_probe/probe_learning_loop.py:loss_grad_norm,func:tools/project_probe/probe_learning_loop.py:_grad_norm_from_grads,calls,,,_grad_norm_from_grads
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/credit.py:simulator_ablation_metrics,calls,,,simulator_ablation_metrics
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/audio_frontend.py:SyntheticAudioOrderTask.sample,calls,,,task.sample
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/synthetic_tasks.py:SyntheticKnownProgramTask.sample,calls,,,task.sample
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/probe_learning_loop.py:params_grad_norm,calls,,,params_grad_norm
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/probe_learning_loop.py:_params,calls,,,_params
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/train_vertical_slice.py:summarize_trace,calls,,,summarize_trace
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/train_audio_frontend.py:parser,calls,,,parser
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/train_vertical_slice.py:parser,calls,,,parser
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/audio_frontend_proof.py:parser,calls,,,parser
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/honesty_curriculum_proof.py:parser,calls,,,parser
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/train_vertical_slice.py:train,calls,,,model.train
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/probe_learning_loop.py:loss_grad_norm,calls,,,loss_grad_norm
func:tools/project_probe/probe_learning_loop.py:main,func:tools/project_probe/probe_learning_loop.py:safe_float,calls,,,safe_float
func:tools/project_probe/probe_learning_loop.py:main,func:arch_builder/train_vertical_slice.py:compute_training_objective,calls,,,compute_training_objective
role:scanner,file:.codegraph.yml,role_contains,,,
role:scanner,file:arch_builder/hybrid_scanner.py,role_contains,,,
role:scanner,class:arch_builder/hybrid_scanner.py:HybridScanner,role_contains,,,
role:scanner,func:arch_builder/hybrid_scanner.py:HybridScanner.__init__,role_contains,,,
role:scanner,state:arch_builder/hybrid_scanner.py:HybridScanner:semantic_k,role_contains,,,
role:scanner,state:arch_builder/hybrid_scanner.py:HybridScanner:candidate_proj,role_contains,,,
role:scanner,state:arch_builder/hybrid_scanner.py:HybridScanner:usage_k,role_contains,,,
role:scanner,func:arch_builder/hybrid_scanner.py:HybridScanner.forward,role_contains,,,
role:scanner,file:arch_builder/model.py,role_contains,,,
role:scanner,state:arch_builder/model.py:ActionMatrixLayer:scanner,role_contains,,,
role:scanner,state:arch_builder/model.py:ActionMatrixLayer:top_k,role_contains,,,
role:scanner,state:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5:usage_observations,role_contains,,,
role:scanner,state:arch_builder/primitive_matrix.py:PrimitiveMatrix5x5:usage_score,role_contains,,,
role:scanner,file:docs/ARCHITECTURE.md,role_contains,,,
role:scanner,file:docs/V4_6_4_PRIMITIVE_MATRIX_SCANNER_PLAN.md,role_contains,,,
role:scanner,file:docs/agent_tasks_v4_6_4/01_SINGLE_PRIMITIVE_BASELINES.md,role_contains,,,
role:scanner,file:docs/agent_tasks_v4_6_4/06_HYBRID_SCANNER_PROOF.md,role_contains,,,
role:scanner,file:docs/agent_tasks_v4_6_4/13_TOKEN_SLOT_ATTENTION_REPLACEMENT.md,role_contains,,,
role:scanner,file:docs/agent_tasks_v4_6_4/14_FINAL_ACCEPTANCE_AUDIT.md,role_contains,,,
role:scanner,file:info.md,role_contains,,,
role:scanner,file:tools/agent_codegraph/build_agent_codegraph.py,role_contains,,,
role:scanner,file:tools/build_code_logic_graph.py,role_contains,,,
role:scanner,file:tools/project_probe/hybrid_scanner_proof.py,role_contains,,,
role:scanner,func:tools/project_probe/hybrid_scanner_proof.py:paired_result,role_contains,,,
role:scanner,func:tools/project_probe/hybrid_scanner_proof.py:main,role_contains,,,
role:controller,file:.inspector.json,role_contains,,,
role:controller,file:.inspector.yml,role_contains,,,
role:controller,file:LATEST_RUN_REPORT.md,role_contains,,,
role:controller,class:arch_builder/credit.py:ModeCreditLedger,role_contains,,,
role:controller,func:arch_builder/credit.py:ModeCreditLedger.update,role_contains,,,
role:controller,func:arch_builder/credit.py:ModeCreditLedger.metrics,role_contains,,,
role:controller,func:arch_builder/credit.py:simulator_ablation_metrics,role_contains,,,
role:controller,state:arch_builder/executor.py:ActionExecutor:gate,role_contains,,,
role:controller,class:arch_builder/model.py:ActionMatrixLayer,role_contains,,,
role:controller,func:arch_builder/model.py:ActionMatrixLayer.__init__,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:_init_gate_priors,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:state_norm_mode,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:write_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:mode_head,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:child_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:phase_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:merge_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:listen_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:edge_pair_bias,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:cell_output_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:output_gate,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:write_pair_bias,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixLayer:edge_gate,role_contains,,,
role:controller,func:arch_builder/model.py:ActionMatrixLayer._init_gate_priors,role_contains,,,
role:controller,func:arch_builder/model.py:ActionMatrixLayer._flat_pair_bias,role_contains,,,
role:controller,func:arch_builder/model.py:ActionMatrixLayer.apply_state_update,role_contains,,,
role:controller,func:arch_builder/model.py:ActionMatrixLayer.forward,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixModel:state_norm_mode,role_contains,,,
role:controller,state:arch_builder/model.py:ActionMatrixModel:input_norm_mode,role_contains,,,
role:controller,file:arch_builder/task_config.py,role_contains,,,
role:controller,func:arch_builder/train_vertical_slice.py:summarize_trace,role_contains,,,
role:controller,func:arch_builder/train_vertical_slice.py:structure_signal_stats,role_contains,,,
role:controller,file:configs/tasks/branch_optional_branch.yml,role_contains,,,
role:controller,file:configs/tasks/branch_split_merge.yml,role_contains,,,
role:controller,file:docs/V4_6_4_IMPLEMENTATION_PLAN.md,role_contains,,,
role:controller,file:docs/agent_tasks_v4_6_4/99_STATUS_TEMPLATE.md,role_contains,,,
role:controller,file:inspector_request.json,role_contains,,,
role:controller,file:inspector_request.yml,role_contains,,,
role:controller,func:tools/project_probe/forced_program_oracle.py:state_update_contract,role_contains,,,
role:entrypoint,file:README.md,role_contains,,,
role:entrypoint,file:README_ACRCH_INSPECTOR.md,role_contains,,,
role:entrypoint,file:README_ACRCH_PROBE_CONTRACT.md,role_contains,,,
role:entrypoint,file:README_CODE_GRAPH_PACK.md,role_contains,,,
role:entrypoint,func:arch_builder/task_config.py:load_task_config,role_contains,,,
role:entrypoint,func:arch_builder/task_config.py:_validate_formula,role_contains,,,
role:entrypoint,func:arch_builder/task_config.py:_validate_actions,role_contains,,,
role:entrypoint,func:arch_builder/task_config.py:_validate_thresholds,role_contains,,,
role:entrypoint,file:arch_builder/train_audio_frontend.py,role_contains,,,
role:entrypoint,func:arch_builder/train_audio_frontend.py:parser,role_contains,,,
role:entrypoint,arg:--latest-report,role_contains,,,
role:entrypoint,arg:--curriculum-schedule,role_contains,,,
role:entrypoint,arg:--slots,role_contains,,,
role:entrypoint,arg:--tau-min,role_contains,,,
role:entrypoint,arg:--epochs,role_contains,,,
role:entrypoint,arg:--eval-steps,role_contains,,,
role:entrypoint,arg:--layers,role_contains,,,
role:entrypoint,arg:--top-k,role_contains,,,
role:entrypoint,arg:--lr,role_contains,,,
role:entrypoint,arg:--device,role_contains,,,
role:entrypoint,arg:--out-dir,role_contains,,,
role:entrypoint,arg:--variant,role_contains,,,
role:entrypoint,arg:--weight-decay,role_contains,,,
role:entrypoint,arg:--tau-decay,role_contains,,,
role:entrypoint,arg:--seed,role_contains,,,
role:entrypoint,arg:--sim-rank,role_contains,,,
role:entrypoint,arg:--amp,role_contains,,,
role:entrypoint,arg:--honesty-floor,role_contains,,,
role:entrypoint,arg:--tau-start,role_contains,,,
role:entrypoint,arg:--eval-batch-size,role_contains,,,
role:entrypoint,arg:--batch-size,role_contains,,,
role:entrypoint,arg:--length,role_contains,,,
role:entrypoint,arg:--dim,role_contains,,,
role:entrypoint,arg:--steps-per-epoch,role_contains,,,
role:entrypoint,func:arch_builder/train_audio_frontend.py:main,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:amp_dtype,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:_actions_by_layer,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:_action_metric_prefix,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:curriculum_phase,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:_next_layer_context,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:_primitive_distribution,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:evaluate,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:proof_slice_structure_losses,role_contains,,,
role:entrypoint,func:arch_builder/train_vertical_slice.py:generic_anti_collapse_losses,role_contains,,,
